N,Etiqueta,TS,ciudad,nodo_concentrador,nodo_estandar,nodo_backup,ruta,caja_codigo,color_buffer,tipo_ruta,clase,detalle_validacion
772.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC03B-NAR,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC03B,NAR,ruta_no_aplica,1,Etiqueta valida
773.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC02B-AZU,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC02B,AZU,ruta_no_aplica,1,Etiqueta valida
774.0,STA-Portoviejo (A)-Ayacucho (E)/N/A-F01-PC01B-AZU,MNT,STA,Portoviejo (A),Ayacucho (E),,F01,PC01B,AZU,ruta_no_aplica,1,Etiqueta valida
775.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC40B-CEL,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC40B,CEL,ruta_completa,1,Etiqueta valida
776.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC39B-CEL,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC39B,CEL,ruta_completa,1,Etiqueta valida
777.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC38B-CEL,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC38B,CEL,ruta_completa,1,Etiqueta valida
778.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC37B-CEL,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC37B,CEL,ruta_completa,1,Etiqueta valida
779.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC36B-ROS,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC36B,ROS,ruta_completa,1,Etiqueta valida
780.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC35B-ROS,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC35B,ROS,ruta_completa,1,Etiqueta valida
781.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC34B-ROS,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC34B,ROS,ruta_completa,1,Etiqueta valida
782.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC33B-ROS,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC33B,ROS,ruta_completa,1,Etiqueta valida
783.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC32B-VIO,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC32B,VIO,ruta_completa,1,Etiqueta valida
784.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC31B-VIO,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC31B,VIO,ruta_completa,1,Etiqueta valida
785.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC30B-VIO,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC30B,VIO,ruta_completa,1,Etiqueta valida
786.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC29B-VIO,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC29B,VIO,ruta_completa,1,Etiqueta valida
787.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC28B-AMA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC28B,AMA,ruta_completa,1,Etiqueta valida
788.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC27B-AMA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC27B,AMA,ruta_completa,1,Etiqueta valida
789.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC26B-AMA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC26B,AMA,ruta_completa,1,Etiqueta valida
790.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC25B-AMA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC25B,AMA,ruta_completa,1,Etiqueta valida
791.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC24B-NEG,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC24B,NEG,ruta_completa,1,Etiqueta valida
792.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC23B-NEG,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC23B,NEG,ruta_completa,1,Etiqueta valida
793.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC22B-NEG,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC22B,NEG,ruta_completa,1,Etiqueta valida
794.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC21B-NEG,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC21B,NEG,ruta_completa,1,Etiqueta valida
795.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC20B-ROJ,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC20B,ROJ,ruta_completa,1,Etiqueta valida
796.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC19B-ROJ,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC19B,ROJ,ruta_completa,1,Etiqueta valida
797.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC18B-ROJ,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC18B,ROJ,ruta_completa,1,Etiqueta valida
798.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC17B-ROJ,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC17B,ROJ,ruta_completa,1,Etiqueta valida
799.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC16B-BLA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC16B,BLA,ruta_completa,1,Etiqueta valida
800.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC15B-BLA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC15B,BLA,ruta_completa,1,Etiqueta valida
801.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC14B-BLA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC14B,BLA,ruta_completa,1,Etiqueta valida
802.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC13B-BLA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC13B,BLA,ruta_completa,1,Etiqueta valida
803.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC12B-GRI,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC12B,GRI,ruta_completa,1,Etiqueta valida
804.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC11B-GRI,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC11B,GRI,ruta_completa,1,Etiqueta valida
805.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC10B-GRI,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC10B,GRI,ruta_completa,1,Etiqueta valida
806.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC09B-GRI,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC09B,GRI,ruta_completa,1,Etiqueta valida
807.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC08B-CAF,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC08B,CAF,ruta_completa,1,Etiqueta valida
808.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC07B-CAF,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC07B,CAF,ruta_completa,1,Etiqueta valida
809.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC06B-CAF,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC06B,CAF,ruta_completa,1,Etiqueta valida
810.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC05B-CAF,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC05B,CAF,ruta_completa,1,Etiqueta valida
811.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC04B-VER,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC04B,VER,ruta_completa,1,Etiqueta valida
812.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC03B-VER,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC03B,VER,ruta_completa,1,Etiqueta valida
813.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F03-PC02B-VER,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F03,PC02B,VER,ruta_completa,1,Etiqueta valida
814.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F03-PC01B-VER,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F03,PC01B,VER,ruta_completa,1,Etiqueta valida
815.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC40B-CEL,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC40B,CEL,ruta_completa,1,Etiqueta valida
816.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC39B-CEL,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC39B,CEL,ruta_completa,1,Etiqueta valida
817.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC38B-CEL,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC38B,CEL,ruta_completa,1,Etiqueta valida
818.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC37B-CEL,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC37B,CEL,ruta_completa,1,Etiqueta valida
819.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC36B-ROS,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC36B,ROS,ruta_completa,1,Etiqueta valida
820.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC35B-ROS,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC35B,ROS,ruta_completa,1,Etiqueta valida
821.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC34B-ROS,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC34B,ROS,ruta_completa,1,Etiqueta valida
822.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC33B-ROS,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC33B,ROS,ruta_completa,1,Etiqueta valida
823.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC32B-VIO,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC32B,VIO,ruta_completa,1,Etiqueta valida
824.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC31B-VIO,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC31B,VIO,ruta_completa,1,Etiqueta valida
825.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC30B-VIO,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC30B,VIO,ruta_completa,1,Etiqueta valida
826.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC29B-VIO,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC29B,VIO,ruta_completa,1,Etiqueta valida
827.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC28B-AMA,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC28B,AMA,ruta_completa,1,Etiqueta valida
828.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC27B-AMA,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC27B,AMA,ruta_completa,1,Etiqueta valida
829.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC26B-AMA,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC26B,AMA,ruta_completa,1,Etiqueta valida
830.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC25B-AMA,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC25B,AMA,ruta_completa,1,Etiqueta valida
831.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC24B-NEG,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC24B,NEG,ruta_completa,1,Etiqueta valida
832.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC23B-NEG,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC23B,NEG,ruta_completa,1,Etiqueta valida
833.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC22B-NEG,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC22B,NEG,ruta_completa,1,Etiqueta valida
834.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC21B-NEG,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC21B,NEG,ruta_completa,1,Etiqueta valida
835.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC20B-ROJ,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC20B,ROJ,ruta_completa,1,Etiqueta valida
836.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC19B-ROJ,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC19B,ROJ,ruta_completa,1,Etiqueta valida
837.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC18B-ROJ,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC18B,ROJ,ruta_completa,1,Etiqueta valida
838.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC17B-ROJ,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC17B,ROJ,ruta_completa,1,Etiqueta valida
839.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC16B-BLA,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC16B,BLA,ruta_completa,1,Etiqueta valida
840.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC15B-BLA,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC15B,BLA,ruta_completa,1,Etiqueta valida
841.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC14B-BLA,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC14B,BLA,ruta_completa,1,Etiqueta valida
842.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC13B-BLA,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC13B,BLA,ruta_completa,1,Etiqueta valida
843.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC12B-GRI,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC12B,GRI,ruta_completa,1,Etiqueta valida
844.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC11B-GRI,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC11B,GRI,ruta_completa,1,Etiqueta valida
845.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC10B-GRI,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC10B,GRI,ruta_completa,1,Etiqueta valida
846.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC09B-GRI,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC09B,GRI,ruta_completa,1,Etiqueta valida
847.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC08B-CAF,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC08B,CAF,ruta_completa,1,Etiqueta valida
848.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC07B-CAF,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC07B,CAF,ruta_completa,1,Etiqueta valida
849.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC06B-CAF,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC06B,CAF,ruta_completa,1,Etiqueta valida
850.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC05B-CAF,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC05B,CAF,ruta_completa,1,Etiqueta valida
851.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC04B-VER,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC04B,VER,ruta_completa,1,Etiqueta valida
852.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC03B-VER,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC03B,VER,ruta_completa,1,Etiqueta valida
853.0,PVO-Portoviejo (A)-San Alejo (E)(B)/San Alejo (E)(A)-F01-PC02B-VER,MNT,PVO,Portoviejo (A),San Alejo (E)(B),San Alejo (E)(A),F01,PC02B,VER,ruta_completa,1,Etiqueta valida
854.0,PVO-Portoviejo (A)-San Alejo (E)(A)/San Alejo (E)(B)-F01-PC01B-VER,MNT,PVO,Portoviejo (A),San Alejo (E)(A),San Alejo (E)(B),F01,PC01B,VER,ruta_completa,1,Etiqueta valida
855.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC12B-CAF,MNT,SCR,Parrales (A),Sucre (E),,F03,PC12B,CAF,ruta_no_aplica,1,Etiqueta valida
856.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC11B-CAF,MNT,SCR,Parrales (A),Sucre (E),,F03,PC11B,CAF,ruta_no_aplica,1,Etiqueta valida
857.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC10B-CAF,MNT,SCR,Parrales (A),Sucre (E),,F03,PC10B,CAF,ruta_no_aplica,1,Etiqueta valida
858.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC09B-VER,MNT,SCR,Parrales (A),Sucre (E),,F03,PC09B,VER,ruta_no_aplica,1,Etiqueta valida
859.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC08B-VER,MNT,SCR,Parrales (A),Sucre (E),,F03,PC08B,VER,ruta_no_aplica,1,Etiqueta valida
860.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC07B-VER,MNT,SCR,Parrales (A),Sucre (E),,F03,PC07B,VER,ruta_no_aplica,1,Etiqueta valida
861.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC06B-NAR,MNT,SCR,Parrales (A),Sucre (E),,F03,PC06B,NAR,ruta_no_aplica,1,Etiqueta valida
862.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC05B-NAR,MNT,SCR,Parrales (A),Sucre (E),,F03,PC05B,NAR,ruta_no_aplica,1,Etiqueta valida
863.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC04B-NAR,MNT,SCR,Parrales (A),Sucre (E),,F03,PC04B,NAR,ruta_no_aplica,1,Etiqueta valida
864.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC03B-AZU,MNT,SCR,Parrales (A),Sucre (E),,F03,PC03B,AZU,ruta_no_aplica,1,Etiqueta valida
865.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC02B-AZU,MNT,SCR,Parrales (A),Sucre (E),,F03,PC02B,AZU,ruta_no_aplica,1,Etiqueta valida
866.0,SCR-Parrales (A)-Sucre (E)/N/A-F03-PC01B-AZU,MNT,SCR,Parrales (A),Sucre (E),,F03,PC01B,AZU,ruta_no_aplica,1,Etiqueta valida
867.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC24B-CEL,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC24B,CEL,ruta_no_aplica,1,Etiqueta valida
868.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC23B-CEL,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC23B,CEL,ruta_no_aplica,1,Etiqueta valida
869.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC22B-ROS,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC22B,ROS,ruta_no_aplica,1,Etiqueta valida
870.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC21B-ROS,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC21B,ROS,ruta_no_aplica,1,Etiqueta valida
871.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC20B-VIO,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC20B,VIO,ruta_no_aplica,1,Etiqueta valida
872.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC19B-VIO,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC19B,VIO,ruta_no_aplica,1,Etiqueta valida
873.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC18B-AMA,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC18B,AMA,ruta_no_aplica,1,Etiqueta valida
874.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC17B-AMA,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC17B,AMA,ruta_no_aplica,1,Etiqueta valida
875.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC16B-NEG,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC16B,NEG,ruta_no_aplica,1,Etiqueta valida
876.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC15B-NEG,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC15B,NEG,ruta_no_aplica,1,Etiqueta valida
877.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC14B-ROJ,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC14B,ROJ,ruta_no_aplica,1,Etiqueta valida
878.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC13B-ROJ,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC13B,ROJ,ruta_no_aplica,1,Etiqueta valida
879.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC12B-BLA,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC12B,BLA,ruta_no_aplica,1,Etiqueta valida
880.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC11B-BLA,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC11B,BLA,ruta_no_aplica,1,Etiqueta valida
881.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC10B-GRI,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC10B,GRI,ruta_no_aplica,1,Etiqueta valida
882.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC09B-GRI,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC09B,GRI,ruta_no_aplica,1,Etiqueta valida
883.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC08B-CAF,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC08B,CAF,ruta_no_aplica,1,Etiqueta valida
884.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC07B-CAF,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC07B,CAF,ruta_no_aplica,1,Etiqueta valida
885.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC06B-VER,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC06B,VER,ruta_no_aplica,1,Etiqueta valida
886.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC05B-VER,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC05B,VER,ruta_no_aplica,1,Etiqueta valida
887.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC04B-NAR,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC04B,NAR,ruta_no_aplica,1,Etiqueta valida
888.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC03B-NAR,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC03B,NAR,ruta_no_aplica,1,Etiqueta valida
889.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC02B-AZU,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC02B,AZU,ruta_no_aplica,1,Etiqueta valida
890.0,PTL-Puerto Lopez (A)-Puerto Lopez (A)/N/A-F02-PC01B-AZU,MNT,PTL,Puerto Lopez (A),Puerto Lopez (A),,F02,PC01B,AZU,ruta_no_aplica,1,Etiqueta valida
891.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC28B-AMA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC28B,AMA,ruta_completa,1,Etiqueta valida
892.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC27B-AMA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC27B,AMA,ruta_completa,1,Etiqueta valida
893.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC26B-AMA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC26B,AMA,ruta_completa,1,Etiqueta valida
